name,genre,platform,year_of_release,na_sales,eu_sales,global_sales,user_score
dropship:united_peace_force,simulation,ps2,2002,0.05,0.04,0.1,8.6
ejay_clubworld,misc,ps2,2002,0.07,0.06,0.15,8.6
grandia_ii,role_playing,ps2,2002,0.14,0.11,0.29,8.6
gungrave,shooter,ps2,2002,0.09,0.07,0.19,8.6
mystic_heroes,action,ps2,2002,0.03,0.02,0.06,8.6
ncaa_football_2003,sports,ps2,2002,1.16,0.08,1.44,8.6
nfl_blitz_20_03,sports,ps2,2002,0.21,0.17,0.44,8.6
sly_cooper_and_the_thievius_raccoonus,platform,ps2,2002,1.03,0.14,1.21,8.6
fatal_frame,action,x,2002,0.04,0.01,0.06,8.6
genma_onimusha,action,x,2002,0.14,0.04,0.24,8.6
nfl_fever_2003,sports,x,2002,0.46,0.13,0.61,8.6
panzer_dragoon_orta,shooter,x,2002,0.16,0.05,0.26,8.6
shining_soul,role_playing,gba,2002,0.03,0.01,0.14,8.5
bloodrayne,shooter,gc,2002,0.09,0.02,0.11,8.5
bloody_roar:primal_fury,fighting,gc,2002,0.14,0.04,0.18,8.5
bomberman_generation,adventure,gc,2002,0.15,0.04,0.25,8.5
cubivore:survival_of_the_fittest,adventure,gc,2002,0.01,0,0.17,8.5
james_bond_007:nightfire,shooter,gc,2002,0.6,0.16,0.78,8.5
madden_nfl_2003,sports,gc,2002,0.33,0.09,0.43,8.5
mystic_heroes,action,gc,2002,0.03,0.01,0.09,8.5
super_monkey_ball_2,puzzle,gc,2002,1.11,0.31,1.52,8.5
tony_hawks_pro_skater_4,sports,gc,2002,0.45,0.12,0.58,8.5
ty_the_tasmanian_tiger,platform,gc,2002,0.21,0.05,0.27,8.5
syberia,action,pc,2002,0,0.02,0.03,8.5
harry_potter_and_the_chamber_of_secrets,action,ps,2002,0.75,1.09,1.98,8.5
.hack//infection_part_1,role_playing,ps2,2002,0.49,0.38,1.27,8.5
bloodrayne,shooter,ps2,2002,0.2,0.16,0.42,8.5
ecco_the_dolphin:defender_of_the_future,adventure,ps2,2002,0.07,0.05,0.14,8.5
gallop_racer_2003:a_new_breed,sports,ps2,2002,0.04,0.03,0.21,8.5
james_bond_007:nightfire,shooter,ps2,2002,1.45,1.29,3.33,8.5
la_pucelle:tactics,role_playing,ps2,2002,0.09,0.07,0.19,8.5
medal_of_honor:frontline,shooter,ps2,2002,2.93,2.75,6.83,8.5
need_for_speed:hot_pursuit_2,racing,ps2,2002,1.68,0.31,2.11,8.5
pro_race_driver,racing,ps2,2002,0.13,0.1,0.27,8.5
robotech:battlecry,shooter,ps2,2002,0.3,0.23,0.61,8.5
star_wars_racer_revenge,racing,ps2,2002,0.15,0.12,0.31,8.5
tony_hawks_pro_skater_4,sports,ps2,2002,2.13,1.18,3.67,8.5
transworld_surf,sports,ps2,2002,0.09,0.07,0.19,8.5
wild_arms_3,role_playing,ps2,2002,0.16,0.13,0.62,8.5
wipeout_fusion,racing,ps2,2002,0.12,0.1,0.25,8.5
crazy_taxi_3:high_roller,racing,x,2002,0.14,0.04,0.2,8.5
metal_gear_solid_2:substance,action,x,2002,0.38,0.22,0.62,8.5
nhl_hitz_20_03,sports,x,2002,0.08,0.02,0.11,8.5
otogi:myth_of_demons,action,x,2002,0.08,0.02,0.13,8.5
sega_soccer_slam,sports,x,2002,0.04,0.01,0.05,8.5
steel_battalion,simulation,x,2002,0.05,0.02,0.1,8.5
tiger_woods_pga_tour_2003,sports,x,2002,0.35,0.08,0.44,8.5
tom_clancys_splinter_cell,action,x,2002,1.85,1.04,3.02,8.5
tony_hawks_pro_skater_4,sports,x,2002,0.59,0.3,0.93,8.5
ty_the_tasmanian_tiger,platform,x,2002,0.14,0.04,0.18,8.5
demikids:light_version,role_playing,gba,2002,0.02,0.01,0.02,8.4
duke_nukem_advance,shooter,gba,2002,0,0,0.01,8.4
nhl_hitz_20_03,sports,gc,2002,0.06,0.02,0.08,8.4
robotech:battlecry,shooter,gc,2002,0.13,0.03,0.16,8.4
grand_theft_auto_iii,action,pc,2002,0,0.01,0.01,8.4
harry_potter_and_the_chamber_of_secrets,action,pc,2002,0,0.01,0.01,8.4
all_star_baseball_2003,sports,ps2,2002,0.38,0.29,0.77,8.4
ape_escape_2,platform,ps2,2002,0.12,0.09,0.63,8.4
hsx_hypersonic.xtreme,racing,ps2,2002,0.25,0.2,0.51,8.4
kelly_slaters_pro_surfer,sports,ps2,2002,0.16,0.13,0.33,8.4
lowrider,misc,ps2,2002,0.11,0.09,0.26,8.4
nhl_hitz_20_03,sports,ps2,2002,0.14,0.11,0.28,8.4
rocky,fighting,ps2,2002,0.42,0.33,0.86,8.4
commandos_2:men_of_courage,strategy,x,2002,0.05,0.02,0.07,8.4
enclave,adventure,x,2002,0.11,0.03,0.14,8.4
mortal_kombat:deadly_alliance,fighting,x,2002,0.77,0.15,0.96,8.4
motogp,racing,x,2002,0.07,0.02,0.09,8.4
ncaa_college_basketball_2k3,sports,x,2002,0.11,0.03,0.14,8.4
tony_hawks_pro_skater_3,sports,x,2002,0.34,0.18,0.55,8.4
lufia:the_ruins_of_lore,role_playing,gba,2002,0.04,0.01,0.05,8.3
sonic_advance_2,platform,gba,2002,0.93,0.59,1.8,8.3
harry_potter_and_the_chamber_of_secrets,action,gc,2002,0.53,0.14,0.69,8.3
need_for_speed:hot_pursuit_2,racing,gc,2002,0.68,0.09,0.8,8.3
nfl_2k3,sports,gc,2002,0.17,0.04,0.22,8.3
nhl_2003,sports,gc,2002,0.1,0.03,0.13,8.3
pac_man_world_2,action,gc,2002,0.28,0.07,0.37,8.3
spongebob_squarepants:revenge_of_the_flying_dutchman,platform,gc,2002,0.15,0.04,0.2,8.3
emperor:rise_of_the_middle_kingdom,strategy,pc,2002,0,0.01,0.01,8.3
icewind_dale_ii,role_playing,pc,2002,0,0.01,0.01,8.3
disney_golf,sports,ps2,2002,0.07,0.06,0.17,8.3
nba_live_2003,sports,ps2,2002,1.25,0.15,1.66,8.3
red_faction_ii,shooter,ps2,2002,0.49,0.78,1.5,8.3
rygar:the_legendary_adventure,action,ps2,2002,0.2,0.15,0.46,8.3
star_wars:bounty_hunter,shooter,ps2,2002,0.53,0.42,1.09,8.3
star_wars:jedi_starfighter,simulation,ps2,2002,0.24,0.19,0.5,8.3
summoner_2,role_playing,ps2,2002,0.1,0.08,0.21,8.3
tekken_4,fighting,ps2,2002,1.55,1.27,3.44,8.3
tom_clancys_ghost_recon,shooter,ps2,2002,1.42,0.4,1.94,8.3
world_tour_soccer_2003,sports,ps2,2002,0.07,0.05,0.14,8.3
baldurs_gate:dark_alliance,role_playing,x,2002,0.15,0.04,0.2,8.3
james_camerons_dark_angel,action,x,2002,0.05,0.02,0.07,8.3
madden_nfl_2003,sports,x,2002,0.67,0.02,0.71,8.3
phantom_crash,simulation,x,2002,0.03,0.01,0.05,8.3
rallisport_challenge,racing,x,2002,0.39,0.16,0.57,8.3
castlevania:harmony_of_dissonance,platform,gba,2002,0.16,0.06,0.26,8.2
beach_spikers:virtua_beach_volleyball,sports,gc,2002,0.08,0.02,0.1,8.2
nba_live_2003,sports,gc,2002,0.23,0.06,0.3,8.2
x_men:next_dimension,fighting,gc,2002,0.1,0.03,0.13,8.2
neverwinter_nights,role_playing,pc,2002,0,0.03,0.03,8.2
the_sims_deluxe,simulation,pc,2002,0.01,0.02,0.04,8.2
unreal_tournament_2003,shooter,pc,2002,0,0.01,0.01,8.2
burnout_2:point_of_impact,racing,ps2,2002,0.42,0.32,0.85,8.2
mlb_slugfest_20_03,sports,ps2,2002,0.41,0.32,0.83,8.2
rlh:run_like_hell,shooter,ps2,2002,0.05,0.04,0.1,8.2
robot_alchemic_drive,action,ps2,2002,0.03,0.03,0.07,8.2
the_lord_of_the_rings:the_two_towers,action,ps2,2002,1.94,1.95,not_available,8.2
way_of_the_samurai,action,ps2,2002,0.13,0.1,0.51,8.2
crimson_sea,action,x,2002,0.04,0.01,0.09,8.2
jsrf:jet_set_radio_future,action,x,2002,0.13,0.04,0.21,8.2
ncaa_football_2003,sports,x,2002,0.39,0.11,0.52,8.2
sega_gt_2002,racing,x,2002,0.12,0.03,0.19,8.2
serious_sam,shooter,x,2002,0.11,0.03,0.15,8.2
unreal_championship,shooter,x,2002,0.59,0.12,0.74,8.2
phantasy_star_collection,role_playing,gba,2002,0.08,0.03,0.11,8.1
ncaa_football_2003,sports,gc,2002,0.16,0.04,0.21,8.1
dynasty_tactics,strategy,ps2,2002,0.06,0.05,0.29,8.1
knockout_kings_2002,sports,ps2,2002,0.45,0.35,0.91,8.1
the_operative:no_one_lives_forever,shooter,ps2,2002,0.07,0.05,0.14,8.1
all_star_baseball_2003,sports,x,2002,0.19,0.06,0.26,8.1
conflict:desert_storm,shooter,x,2002,0.48,0.37,0.87,8.1
crash_bandicoot:the_wrath_of_cortex,platform,x,2002,0.59,0.57,1.23,8.1
quantum_redshift,racing,x,2002,0.09,0.03,0.13,8.1
the_lord_of_the_rings:the_two_towers,action,x,2002,0.45,0.24,0.71,8.1
silent_scope,shooter,gba,2002,0.02,0.01,0.03,8
space_channel_5:ulalas_cosmic_attack,misc,gba,2002,0.01,0,0.02,8
tony_hawks_pro_skater_3,sports,gba,2002,0.37,0.14,0.52,8
all_star_baseball_2003,sports,gc,2002,0.12,0.03,0.15,8
egg_mania:eggstreme_madness,puzzle,gc,2002,0.01,0,0.01,8
evolution_worlds,role_playing,gc,2002,0.06,0.02,0.08,8
lost_kingdoms,role_playing,gc,2002,0.1,0.02,0.17,8
nba_2k2,sports,gc,2002,0.09,0.02,0.12,8
nhl_2k3,sports,gc,2002,0.01,0,0.02,8
tiger_woods_pga_tour_2003,sports,gc,2002,0.18,0.05,0.23,8
impossible_creatures,strategy,pc,2002,0,0.01,0.01,8
disaster_report,action,ps2,2002,0.03,0.02,0.21,8
nba_2k3,sports,ps2,2002,0.51,0.4,1.05,8
ncaa_college_basketball_2k3,sports,ps2,2002,0.12,0.09,0.24,8
ncaa_march_madness_2003,sports,ps2,2002,0.32,0.25,0.66,8
ultimate_fighting_championship:throwdown,fighting,ps2,2002,0.16,0.12,0.32,8
virtua_fighter_4,fighting,ps2,2002,0.78,0.44,1.81,8
blinx:the_time_sweeper,platform,x,2002,0.39,0.15,0.56,8
hitman_2:silent_assassin,action,x,2002,0.76,0.38,1.19,8
kelly_slaters_pro_surfer,sports,x,2002,0.08,0.02,0.1,8
mechassault,simulation,x,2002,1.01,0.1,1.13,8
shrek_super_party,misc,x,2002,0.1,0.03,0.13,8
street_hoops,sports,x,2002,0.21,0.06,0.28,8
crash_bandicoot:the_huge_adventure,platform,gba,2002,0.95,0.7,1.73,7.9
harry_potter_and_the_chamber_of_secrets,action,gba,2002,1.21,0.64,1.99,7.9
bomberman_jetters,puzzle,gc,2002,0.06,0.02,0.08,7.9
burnout,racing,gc,2002,0.23,0.06,0.3,7.9
medal_of_honor:frontline,shooter,gc,2002,0.46,0.12,0.59,7.9
dragon_ball_z:budokai,fighting,ps2,2002,2.17,0.28,3.09,7.9
galerians:ash,adventure,ps2,2002,0.03,0.03,0.07,7.9
high_heat_major_league_baseball_2003,sports,ps2,2002,0.18,0.14,0.37,7.9
pirates:the_legend_of_black_kat,adventure,ps2,2002,0.07,0.05,0.14,7.9
shinobi,platform,ps2,2002,0.36,0.28,0.96,7.9
socom:u.s._navy_seals,shooter,ps2,2002,2.53,0.81,3.65,7.9
spider_man:the_movie,action,ps2,2002,2.71,1.51,4.48,7.9
street_hoops,sports,ps2,2002,0.45,0.35,0.91,7.9
the_mark_of_kri,action,ps2,2002,0.22,0.18,0.46,7.9
knockout_kings_2002,sports,x,2002,0.2,0.06,0.27,7.9
nba_2k3,sports,x,2002,0.24,0.07,0.32,7.9
nhl_2003,sports,x,2002,0.15,0.04,0.21,7.9
baseball_advance,sports,gba,2002,0.1,0.04,0.13,7.8
broken_sword:the_shadow_of_the_templars,adventure,gba,2002,0.04,0.02,0.06,7.8
lunar_legend,role_playing,gba,2002,0.14,0.05,0.19,7.8
street_fighter_alpha_3,fighting,gba,2002,0.11,0.04,0.15,7.8
aggressive_inline,sports,gc,2002,0.04,0.01,0.06,7.8
disney_sports_basketball,sports,gc,2002,0.01,0,0.01,7.8
disney's_party,misc,gc,2002,0.04,0.01,0.05,7.8
f1_2002,racing,gc,2002,0.02,0.01,0.03,7.8
fifa_soccer_2003,sports,gc,2002,0.06,0.02,0.08,7.8
godzilla:destroy_all_monsters_melee,fighting,gc,2002,0.55,0.14,0.71,7.8
star_wars_jedi_knight_ii:jedi_outcast,shooter,gc,2002,0.18,0.05,0.23,7.8
the_sims:vacation,simulation,pc,2002,1.72,1.21,3.07,7.8
cabelas_big_game_hunter,sports,ps2,2002,0.7,0.54,1.42,7.8
defender,misc,ps2,2002,0.2,0.15,0.4,7.8
disney's_stitch:experiment_626,action,ps2,2002,0.15,0.12,0.31,7.8
fighter_maker_2,fighting,ps2,2002,0.03,0.03,0.07,7.8
headhunter,action,ps2,2002,0.19,0.15,0.38,7.8
hitman_2:silent_assassin,action,ps2,2002,1.36,1.15,2.96,7.8
nba_2k2,sports,ps2,2002,0.59,0.46,1.22,7.8
nhl_2k3,sports,ps2,2002,0.1,0.08,0.21,7.8
pac_man_world_2,action,ps2,2002,1.26,0.05,1.51,7.8
bmx_xxx,sports,x,2002,0.08,0.02,0.11,7.8
james_bond_007:nightfire,shooter,x,2002,0.58,0.22,0.82,7.8
mlb_slugfest_20_03,sports,x,2002,0.15,0.04,0.2,7.8
nba_inside_drive_2003,sports,x,2002,0.23,0.07,0.31,7.8
nfl_blitz_20_03,sports,x,2002,0.11,0.03,0.14,7.8
spongebob_squarepants:revenge_of_the_flying_dutchman,platform,gba,2002,0.92,0.23,1.19,7.7
2002_fifa_world_cup,sports,gc,2002,0.04,0.01,0.05,7.7
baldurs_gate:dark_alliance,role_playing,gc,2002,0.11,0.03,0.14,7.7
sega_soccer_slam,sports,gc,2002,0.05,0.01,0.07,7.7
star_fox_adventures,adventure,gc,2002,0.96,0.53,1.87,7.7
maximum_capacity:hotel_giant,strategy,pc,2002,0,0.02,0.02,7.7
the_sims:unleashed,simulation,pc,2002,2.03,1.56,3.76,7.7
activision_anthology,misc,ps2,2002,0.25,0.19,0.5,7.7
madden_nfl_2003,sports,ps2,2002,3.36,0.21,4.14,7.7
sled_storm,racing,ps2,2002,0.22,0.17,0.45,7.7
suikoden_iii,role_playing,ps2,2002,0.29,0.23,0.98,7.7
aggressive_inline,sports,x,2002,0.05,0.01,0.06,7.7
fifa_soccer_2003,sports,x,2002,0.2,0.4,0.63,7.7
timesplitters_2,shooter,x,2002,0.29,0.33,0.64,7.7
road_trip:shifting_gears,racing,gba,2002,0.01,0,0.01,7.6
spyro_2:season_of_flame,platform,gba,2002,0.85,0.65,1.58,7.6
hunter:the_reckoning,action,gc,2002,0.08,0.02,0.1,7.6
star_wars:bounty_hunter,shooter,gc,2002,0.2,0.05,0.26,7.6
the_powerpuff_girls:relish_rampage,action,gc,2002,0.05,0.01,0.07,7.6
clock_tower_3,adventure,ps2,2002,0.1,0.08,0.33,7.6
shadow_man:2econd_coming,adventure,ps2,2002,0.08,0.06,0.16,7.6
tiger_woods_pga_tour_2002,sports,ps2,2002,0.44,0.35,0.9,7.6
gun_metal,shooter,x,2002,0.08,0.02,0.11,7.6
nba_2k2,sports,x,2002,0.15,0.04,0.2,7.6
wwe_road_to_wrestlemania_x8,fighting,gba,2002,0.19,0.07,0.27,7.5
crash_bandicoot:the_wrath_of_cortex,platform,gc,2002,0.46,0.12,0.59,7.5
mario_party_4,misc,gc,2002,1.13,0.36,2.47,7.5
mlb_slugfest_20_03,sports,gc,2002,0.11,0.03,0.15,7.5
auto_modellista,racing,ps2,2002,0.19,0.15,0.39,7.5
everblue_2,adventure,ps2,2002,0.02,0.01,0.03,7.5
harry_potter_and_the_chamber_of_secrets,action,ps2,2002,0.9,1.22,2.61,7.5
magic_pengel:the_quest_for_color,role_playing,ps2,2002,0.04,0.03,0.07,7.5
bloodrayne,shooter,x,2002,0.16,0.05,0.21,7.5
james_bond_007:agent_under_fire,shooter,x,2002,0.65,0.22,0.9,7.5
murakumo:renegade_mech_pursuit,shooter,x,2002,0.04,0.01,0.11,7.5
spider_man:the_movie,action,x,2002,1.07,0.28,1.4,7.5
britneys_dance_beat,misc,gba,2002,0.15,0.06,0.22,7.4
shrek:hassle_at_the_castle,action,gba,2002,0.47,0.17,0.66,7.4
nba_courtside_2002,sports,gc,2002,0.19,0.05,0.25,7.4
redcard_20_03,sports,gc,2002,0.02,0,0.02,7.4
colin_mcrae_rally_3,racing,ps2,2002,0.03,1.05,1.4,7.4
conflict_zone,strategy,ps2,2002,0.1,0.08,0.21,7.4
ihra_drag_racing_2,racing,ps2,2002,0.64,0.5,1.31,7.4
nfl_2k3,sports,ps2,2002,1.06,0.08,1.32,7.4
smash_court_tennis_pro_tournament,sports,ps2,2002,0.08,0.07,0.17,7.4
test_drive,racing,ps2,2002,0.95,0.21,1.34,7.4
the_thing,adventure,ps2,2002,0.22,0.17,0.44,7.4
v_rally_3,racing,ps2,2002,0.03,0.02,0.06,7.4
chase:hollywood_stunt_driver,racing,x,2002,0.09,0.03,0.12,7.4
colin_mcrae_rally_3,racing,x,2002,0.03,0.01,0.04,7.4
nascar:dirt_to_daytona,racing,gc,2002,0.07,0.02,0.09,7.3
rocky,fighting,gc,2002,0.07,0.02,0.09,7.3
spider_man:the_movie,action,gc,2002,0.86,0.27,1.19,7.3
street_hoops,sports,gc,2002,0.09,0.02,0.12,7.3
freekstyle,racing,ps2,2002,0.52,0.41,1.06,7.3
men_in_black_ii:alien_escape,shooter,ps2,2002,0.24,0.19,0.5,7.3
nba_starting_five,sports,ps2,2002,0.09,0.07,0.18,7.3
turok:evolution,shooter,ps2,2002,0.64,0.5,1.31,7.3
gunvalkyrie,shooter,x,2002,0.13,0.04,0.17,7.3
rocky,fighting,x,2002,0.11,0.03,0.15,7.3
the_house_of_the_dead_iii,shooter,x,2002,0.29,0.08,0.39,7.3
frogger_beyond,platform,gc,2002,0.1,0.03,0.13,7.2
rayman_arena,racing,gc,2002,0.11,0.03,0.14,7.2
big_bass_fishing,action,ps,2002,0,0,0.02,7.2
bombastic,puzzle,ps2,2002,0.03,0.02,0.05,7.2
e\xc2\xb7o\xc2\xb7e:eve_of_extinction,fighting,ps2,2002,0.04,0.03,0.1,7.2
"monsters_inc.",adventure,ps2,2002,0.15,0.12,0.32,7.2
superman:shadow_of_apokolips,action,ps2,2002,0.21,0.16,0.42,7.2
the_scorpion_king:rise_of_the_akkadian,action,ps2,2002,0.11,0.09,0.23,7.2
harry_potter_and_the_chamber_of_secrets,action,x,2002,0.27,0.08,0.36,7.2
kakuto_chojin,fighting,x,2002,0.04,0.01,0.05,7.2
metal_dungeon,role_playing,x,2002,0.02,0.01,0.03,7.2
beyblade_vforce:super_tournament_battle,action,gc,2002,0.16,0.04,0.21,7.1
cel_damage,racing,gc,2002,0.05,0.01,0.06,7.1
top_gun:combat_zones,simulation,gc,2002,0.12,0.03,0.15,7.1
hot_wheels_velocity_x,racing,ps2,2002,0.23,0.18,0.47,7.1
nhl_2k3,sports,x,2002,0.09,0.02,0.12,7.1
barbie_groovy_games,misc,gba,2002,0.4,0.15,0.56,7
gekido_advance:kintaros_revenge,action,gba,2002,0.02,0.01,0.03,7
turok:evolution,shooter,gba,2002,0.08,0.03,0.12,7
die_hard:vendetta,shooter,gc,2002,0.09,0.02,0.12,7
taz_wanted,platform,gc,2002,0.06,0.02,0.08,7
turok:evolution,shooter,gc,2002,0.3,0.08,0.38,7
aero_elite:combat_academy,simulation,ps2,2002,0.04,0.03,0.07,7
legion:the_legend_of_excalibur,action,ps2,2002,0.11,0.09,0.22,7
myst_iii:exile,adventure,ps2,2002,0.14,0.11,0.28,7
reign_of_fire,shooter,ps2,2002,0.13,0.1,0.27,7
whirl_tour,sports,ps2,2002,0.11,0.09,0.22,7
nightcaster_ii:equinox,action,x,2002,0.03,0.01,0.05,7
robotech:battlecry,shooter,x,2002,0.16,0.05,0.21,7
dragon_ball_z:the_legacy_of_goku,role_playing,gba,2002,1.52,0.12,1.69,6.9
power_rangers:wild_force,action,gba,2002,0.15,0.05,0.21,6.9
smugglers_run:warzones,misc,gc,2002,0.06,0.02,0.08,6.9
wwe_wrestlemania_x8,fighting,gc,2002,0.38,0.1,0.49,6.9
breath_of_fire:dragon_quarter,role_playing,ps2,2002,0.09,0.07,0.19,6.9
final_fantasy_xi,role_playing,ps2,2002,0.08,0.06,0.32,6.9
haven:call_of_the_king,platform,ps2,2002,0.14,0.11,0.28,6.9
medal_of_honor:frontline,shooter,x,2002,1,0.43,1.49,6.9
outlaw_golf,sports,x,2002,0.22,0.06,0.29,6.9
18_wheeler:american_pro_trucker,racing,gc,2002,0.09,0.02,0.11,6.8
james_bond_007:agent_under_fire,shooter,gc,2002,0.56,0.15,0.72,6.8
legends_of_wrestling,fighting,gc,2002,0.1,0.03,0.13,6.8
commandos_2:men_of_courage,strategy,ps2,2002,0.09,0.07,0.18,6.8
endgame,shooter,ps2,2002,0.04,0.03,0.08,6.8
nhl_2003,sports,ps2,2002,0.46,0.36,0.93,6.8
the_getaway,action,ps2,2002,1.23,1.77,3.54,6.8
the_powerpuff_girls:relish_rampage,action,ps2,2002,0.22,0.17,0.45,6.8
godzilla:destroy_all_monsters_melee,fighting,x,2002,0.09,0.03,0.12,6.8
star_wars_jedi_knight_ii:jedi_outcast,shooter,x,2002,0.23,0.07,0.31,6.8
rugrats:royal_ransom,platform,gc,2002,0.13,0.03,0.17,6.7
evolution_skateboarding,sports,ps2,2002,0.13,0.1,0.26,6.7
fifa_soccer_2003,sports,ps2,2002,0.46,2.28,3.4,6.7
legends_of_wrestling_ii,fighting,ps2,2002,0.16,0.13,0.33,6.7
turok:evolution,shooter,x,2002,0.39,0.14,0.55,6.7
driver_2_advance,action,gba,2002,0.25,0.09,0.34,6.6
nascar_thunder_2003,racing,gc,2002,0.24,0.06,0.31,6.6
contra:shattered_soldier,shooter,ps2,2002,0.28,0.22,0.58,6.6
p.t.o._iv:pacific_theater_of_operations,strategy,ps2,2002,0.04,0.03,0.08,6.6
rocket_power:beach_bandits,platform,ps2,2002,0.4,0.31,0.82,6.6
spongebob_squarepants:revenge_of_the_flying_dutchman,platform,ps2,2002,0.53,0.41,1.08,6.6
burnout,racing,x,2002,0.09,0.03,0.13,6.6
the_lord_of_the_rings:the_fellowship_of_the_ring,action,x,2002,0.31,0.19,0.53,6.6
the_thing,adventure,x,2002,0.15,0.04,0.2,6.6
wwf_raw,fighting,x,2002,0.4,0.13,0.55,6.6
robotech:the_macross_saga,shooter,gba,2002,0.15,0.06,0.21,6.5
knockout_kings_2003,sports,gc,2002,0.12,0.03,0.15,6.5
combat_flight_simulator_3:battle_for_europe,simulation,pc,2002,0.01,0.01,0.02,6.5
grandia_xtreme,role_playing,ps2,2002,0.07,0.05,0.38,6.5
james_cameron's_dark_angel,action,ps2,2002,0.08,0.07,0.17,6.5
darkened_skye,adventure,gc,2002,0.01,0,0.01,6.4
hot_wheels_velocity_x,racing,gc,2002,0.09,0.02,0.11,6.4
f1_2002,racing,ps2,2002,0.05,0.04,0.12,6.4
need_for_speed:hot_pursuit_2,racing,x,2002,0.68,0.11,0.82,6.4
nba_2k3,sports,gc,2002,0.12,0.03,0.16,6.3
rave_master,fighting,gc,2002,0,0,0.05,6.3
virtua_striker_2002,sports,gc,2002,0.01,0,0.05,6.3
dino_stalker,shooter,ps2,2002,0.07,0.06,0.22,6.3
tetris_worlds,puzzle,ps2,2002,1.11,0.71,2.08,6.2
zoocube,puzzle,gc,2002,0.02,0,0.02,6.1
blade_ii,action,ps2,2002,0.15,0.12,0.31,6.1
wolfenstein_3d,shooter,gba,2002,0.12,0.04,0.17,6
monster_jam:maximum_destruction,racing,ps2,2002,0.32,0.25,0.65,6
ncaa_final_four_2003,sports,ps2,2002,0.09,0.07,0.19,6
superman:the_man_of_steel,action,x,2002,0.1,0.03,0.13,6
tom_clancys_ghost_recon,shooter,x,2002,1.23,0.46,1.76,6
guilty_gear_x:advance_edition,fighting,gba,2002,0.04,0.02,0.06,5.9
reign_of_fire,shooter,gc,2002,0.08,0.02,0.11,5.9
nba_shootout_2003,sports,ps2,2002,0.11,0.09,0.23,5.9
shifters,adventure,ps2,2002,0.03,0.02,0.05,5.9
jimmy_neutron:boy_genius,platform,ps2,2002,0.2,0.16,0.41,5.8
legends_of_wrestling,fighting,x,2002,0.1,0.03,0.14,5.8
earthworm_jim_2,platform,gba,2002,0.02,0.01,0.03,5.7
state_of_emergency,action,ps2,2002,0.86,0.67,1.76,5.7
stuntman,racing,ps2,2002,0.76,0.59,1.55,5.7
the_terminator:dawn_of_fate,action,ps2,2002,0.2,0.16,0.41,5.7
nightcaster,action,x,2002,0.1,0.03,0.13,5.7
jeremy_mcgrath_supercross_world,racing,gc,2002,0.09,0.02,0.12,5.6
shrek_extra_large,platform,gc,2002,0.13,0.03,0.17,5.6
tetris_worlds,puzzle,gc,2002,0.17,0.04,0.22,5.6
2002_fifa_world_cup,sports,ps2,2002,0.21,0.17,0.59,5.6
dragon_ball_z:collectible_card_game,misc,gba,2002,0.33,0.12,0.46,5.5
nba_starting_five,sports,x,2002,0.02,0.01,0.02,5.5
big_mutha_truckers,racing,ps2,2002,0.41,0.32,0.84,5.3
ninja_assault,shooter,ps2,2002,0.05,0.04,0.11,5.3
smashing_drive,racing,gc,2002,0.06,0.01,0.07,5.2
pryzm_chapter_one:the_dark_unicorn,adventure,ps2,2002,0.06,0.05,0.12,5.2
star_wars:jedi_starfighter,simulation,x,2002,0.35,0.07,0.44,5.2
the_terminator:dawn_of_fate,action,x,2002,0.11,0.03,0.15,5.2
wreckless:the_yakuza_missions,racing,x,2002,0.42,0.11,0.57,5.2
jimmy_neutron:boy_genius,platform,gc,2002,0.07,0.02,0.09,5.1
spyro:enter_the_dragonfly,platform,gc,2002,0.55,0.14,0.71,5.1
shrek_super_party,misc,ps2,2002,0.14,0.11,0.29,5.1
the_lord_of_the_rings:the_fellowship_of_the_ring,action,ps2,2002,0.59,0.46,1.2,5.1
star_wars_episode_ii:attack_of_the_clones,action,gba,2002,0.55,0.2,0.77,5
xxx,action,gba,2002,0.08,0.03,0.11,5
bmx_xxx,sports,gc,2002,0.05,0.01,0.06,5
antz_extreme_racing,racing,ps2,2002,0.02,0.02,0.04,5
disney's_pk:out_of_the_shadows,platform,ps2,2002,0.06,0.05,0.12,5
herdy_gerdy,adventure,ps2,2002,0.11,0.08,0.22,5
minority_report:everybody_runs,action,ps2,2002,0.2,0.15,0.41,5
the_simpsons_skateboarding,sports,ps2,2002,0.36,0.9,1.52,5
circus_maximus:chariot_wars,racing,x,2002,0.05,0.02,0.07,5
minority_report:everybody_runs,action,x,2002,0.07,0.02,0.1,5
altered_beast:guardian_of_the_realms,action,gba,2002,0.07,0.02,0.09,4.8
britneys_dance_beat,misc,ps2,2002,0.12,0.09,0.24,4.8
disney_sports_skateboarding,sports,gc,2002,0.05,0.01,0.06,4.7
"monsters_inc._scream_arena",platform,gc,2002,0.29,0.07,0.37,4.7
sneakers,puzzle,x,2002,0.07,0.02,0.1,4.6
dark_summit,sports,gc,2002,0.04,0.01,0.05,4.5
bmx_xxx,sports,ps2,2002,0.07,0.06,0.15,4.4
ferrari_f355_challenge,racing,ps2,2002,0.03,0.02,0.05,4.4
smugglers_run,racing,gba,2002,0.01,0,0.01,4.3
big_mutha_truckers,racing,x,2002,0.15,0.04,0.19,4.3
gravity_games_bike:street_vert_dirt,sports,ps2,2002,0.05,0.04,0.1,4.1
spyro:enter_the_dragonfly,platform,ps2,2002,0.74,0.95,1.97,4.1
